"age_in_years" "PI" "FI" "AD" "FC" "IGC"
29.6427792857143 4 2.6 3.125 3.2 4.33333333333333
25.3799357142857 3.85714285714286 3.4 3.75 3.8 4.66666666666667
31.2526392857143 3.85714285714286 2.8 3.5 4 4.5
44.7201585714286 4 3.2 4.25 4 4.83333333333333
25.6865757142857 3.85714285714286 3.6 4.25 3.4 4.66666666666667
28.3532485714286 4.42857142857143 3.8 4.125 3.6 4.83333333333333
28.6763157142857 3.71428571428571 3 3.25 3.6 3.83333333333333
24.6133357142857 4.14285714285714 4.6 4.625 4.8 5
34.2724957142857 3.85714285714286 2.8 3.5 3.4 4.5
48.7283814285714 4.14285714285714 3.2 4.625 3.8 4.66666666666667
39.1102892857143 4 3.2 4.25 4.4 5
48.3012757142857 3.42857142857143 3 4.25 4 5
25.1225771428571 2.57142857142857 3 3.625 3.8 4.16666666666667
47.1212592857143 3.28571428571429 3.2 4.75 4 4.5
41.2020121428571 4.14285714285714 4.2 4.625 5 5
37.5989921428571 3.57142857142857 2.8 3.625 3.8 4.83333333333333
37.7687392857143 3.85714285714286 3.4 3.25 4 4.83333333333333
34.1684571428571 3.28571428571429 2.8 2.625 3.6 4
33.27044 3.85714285714286 3.2 4.375 3.8 4.83333333333333
26.2615257142857 2.42857142857143 2.4 3.125 3.4 4.16666666666667
43.2307642857143 2.57142857142857 2.8 3.875 2.8 4.5
24.1944435714286 3.71428571428571 2.8 2.375 3.4 4.16666666666667
34.7625721428571 2.85714285714286 2.8 3.375 3.8 3.83333333333333
41.5469821428571 4.14285714285714 4.8 4.5 5 5
52.4956728571429 4 3.2 3.75 3.8 4.5
31.5483278571429 3.71428571428571 3.8 4.625 4 4.83333333333333
34.4285535714286 2.42857142857143 2.6 2.875 2 4.33333333333333
50.7324928571429 3.85714285714286 3.6 3.5 4 4.5
22.5736321428571 3.42857142857143 3.8 3.875 3.6 4.83333333333333
56.1808285714286 3.85714285714286 2.6 3.625 4 4.33333333333333
38.7269892857143 3.71428571428571 2.4 3.75 3.4 4.5
26.4641271428571 2.71428571428571 1 2 1.2 4.33333333333333
27.3429792857143 3.57142857142857 2.4 2.875 3.2 3.83333333333333
35.0774257142857 4.57142857142857 3.6 4.125 4 5
39.537395 3.83333333333333 4.2 5 4.8 5
46.168485 3.14285714285714 3.6 3.375 3.6 4
37.4511478571429 4.14285714285714 3.4 4.5 4.8 4.83333333333333
56.2629642857143 4.42857142857143 3.2 4 5 4.66666666666667
50.4532314285714 3.71428571428571 3 3.875 3.6 3.83333333333333
34.4833107142857 3.57142857142857 1.4 3.125 2.8 4.16666666666667
58.1329207142857 3.71428571428571 2 2.57142857142857 2.5 3.66666666666667
36.7420428571429 4.42857142857143 3.6 4 5 4.66666666666667
50.3327657142857 3.71428571428571 1.8 4 2.8 4.33333333333333
29.2485278571429 4 2.6 3.25 4 4
43.6085885714286 2 3.2 4 4.4 4.83333333333333
33.4018571428571 3.85714285714286 2.4 3.75 4 5
45.3909335714286 4 3.2 3.5 4 5
57.2759714285714 4.85714285714286 4 4.875 4.2 4.83333333333333
41.5661471428571 5 3.8 4 5 5
51.5511121428571 4 3.4 4.375 4 5
31.7700942857143 4.28571428571429 2.2 3.875 3.6 5
33.57708 3.71428571428571 3 4.28571428571429 3.8 5
